run_id,benchmark,method,noise_type,noise_rate,seed,task,gate_mean,gate_on_correct,gate_on_wrong,gate_separation,corr_gate_correct,buffer_purity,admission_rate
cifar10n_taskil__c10n_worse__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:worse,0.402,2,4,0.7014044318993313,0.7356464446013562,0.6465722056448292,0.089074238956527,0.17566594426634666,0.63,0.6994736842105264
cifar10n_taskil__c10n_worse__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:worse,0.389,3,0,0.6753953893771028,0.7493856880277615,0.5510482621865485,0.19833742584121306,0.34410447445095155,0.692,0.6763684210526316
cifar10n_taskil__c10n_worse__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:worse,0.389,3,1,0.6859825578272046,0.7232344296287722,0.636154512769793,0.0870799168589792,0.1895362977931957,0.656,0.6823684210526316
cifar10n_taskil__c10n_worse__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:worse,0.389,3,2,0.7079940856786128,0.7342568114248958,0.6765031321217269,0.05775367930316899,0.14037883945046012,0.62,0.702421052631579
cifar10n_taskil__c10n_worse__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:worse,0.389,3,3,0.7337595223706542,0.784308225726492,0.6301963252513769,0.15411190047511503,0.3442335902140961,0.65,0.7325789473684211
cifar10n_taskil__c10n_worse__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:worse,0.389,3,4,0.7338503074275682,0.788197687422398,0.6377605924483641,0.1504370949740339,0.32872483288861365,0.652,0.7297894736842105
cifar10n_taskil__c10n_worse__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:worse,0.4,4,0,0.6794256732705004,0.7296746025302,0.5988180159163989,0.13085658661380106,0.2467994154815755,0.66,0.6789473684210526
cifar10n_taskil__c10n_worse__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:worse,0.4,4,1,0.6864738638816154,0.7115875984847665,0.6531692638300319,0.05841833465473456,0.12302848085491773,0.614,0.6937368421052632
cifar10n_taskil__c10n_worse__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:worse,0.4,4,2,0.6991176430386405,0.7156460077036766,0.6794330316156133,0.03621297608806329,0.10844082210516905,0.592,0.6956315789473684
cifar10n_taskil__c10n_worse__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:worse,0.4,4,3,0.7165970058546686,0.7639669392731582,0.6269345496642511,0.13703238960890707,0.3087771866772386,0.602,0.7162105263157895
cifar10n_taskil__c10n_worse__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:worse,0.4,4,4,0.6968560160231311,0.739153059049784,0.6292455347737438,0.10990752427604022,0.20432818516392354,0.618,0.6999473684210527
cifar10n_taskil__c10n_worse__oracle__seed0,cifar10n_taskil,oracle,cifar10n:worse,0.4,0,0,0.6206315789473684,1.0,0.0,1.0,1.0,1.0,0.6206315789473684
cifar10n_taskil__c10n_worse__oracle__seed0,cifar10n_taskil,oracle,cifar10n:worse,0.4,0,1,0.5654736842105264,1.0,0.0,1.0,0.9999999999999999,1.0,0.5654736842105264
cifar10n_taskil__c10n_worse__oracle__seed0,cifar10n_taskil,oracle,cifar10n:worse,0.4,0,2,0.5389473684210526,1.0,0.0,1.0,0.9999999999999999,1.0,0.5389473684210526
cifar10n_taskil__c10n_worse__oracle__seed0,cifar10n_taskil,oracle,cifar10n:worse,0.4,0,3,0.6568421052631579,1.0,0.0,1.0,0.9999999999999999,1.0,0.6568421052631579
cifar10n_taskil__c10n_worse__oracle__seed0,cifar10n_taskil,oracle,cifar10n:worse,0.4,0,4,0.6168421052631579,1.0,0.0,1.0,0.9999999999999999,1.0,0.6168421052631579
cifar10n_taskil__c10n_worse__oracle__seed1,cifar10n_taskil,oracle,cifar10n:worse,0.393,1,0,0.6362105263157894,1.0,0.0,1.0,1.0,1.0,0.6362105263157894
cifar10n_taskil__c10n_worse__oracle__seed1,cifar10n_taskil,oracle,cifar10n:worse,0.393,1,1,0.5604210526315789,1.0,0.0,1.0,0.9999999999999999,1.0,0.5604210526315789
cifar10n_taskil__c10n_worse__oracle__seed1,cifar10n_taskil,oracle,cifar10n:worse,0.393,1,2,0.5427368421052632,1.0,0.0,1.0,1.0,1.0,0.5427368421052632
cifar10n_taskil__c10n_worse__oracle__seed1,cifar10n_taskil,oracle,cifar10n:worse,0.393,1,3,0.6627368421052632,1.0,0.0,1.0,1.0,1.0,0.6627368421052632
cifar10n_taskil__c10n_worse__oracle__seed1,cifar10n_taskil,oracle,cifar10n:worse,0.393,1,4,0.6353684210526316,1.0,0.0,1.0,1.0,1.0,0.6353684210526316
cifar10n_taskil__c10n_worse__oracle__seed2,cifar10n_taskil,oracle,cifar10n:worse,0.402,2,0,0.6143157894736843,1.0,0.0,1.0,1.0,1.0,0.6143157894736843
cifar10n_taskil__c10n_worse__oracle__seed2,cifar10n_taskil,oracle,cifar10n:worse,0.402,2,1,0.5688421052631579,1.0,0.0,1.0,1.0,1.0,0.5688421052631579
cifar10n_taskil__c10n_worse__oracle__seed2,cifar10n_taskil,oracle,cifar10n:worse,0.402,2,2,0.512421052631579,1.0,0.0,1.0,0.9999999999999999,1.0,0.512421052631579
cifar10n_taskil__c10n_worse__oracle__seed2,cifar10n_taskil,oracle,cifar10n:worse,0.402,2,3,0.6791578947368421,1.0,0.0,1.0,1.0,1.0,0.6791578947368421
cifar10n_taskil__c10n_worse__oracle__seed2,cifar10n_taskil,oracle,cifar10n:worse,0.402,2,4,0.615578947368421,1.0,0.0,1.0,1.0,1.0,0.615578947368421
cifar10n_taskil__c10n_worse__oracle__seed3,cifar10n_taskil,oracle,cifar10n:worse,0.389,3,0,0.6269473684210526,1.0,0.0,1.0,1.0,1.0,0.6269473684210526
cifar10n_taskil__c10n_worse__oracle__seed3,cifar10n_taskil,oracle,cifar10n:worse,0.389,3,1,0.5722105263157895,1.0,0.0,1.0,1.0,1.0,0.5722105263157895
cifar10n_taskil__c10n_worse__oracle__seed3,cifar10n_taskil,oracle,cifar10n:worse,0.389,3,2,0.5452631578947369,1.0,0.0,1.0,1.0,1.0,0.5452631578947369
cifar10n_taskil__c10n_worse__oracle__seed3,cifar10n_taskil,oracle,cifar10n:worse,0.389,3,3,0.672,1.0,0.0,1.0,1.0,1.0,0.672
cifar10n_taskil__c10n_worse__oracle__seed3,cifar10n_taskil,oracle,cifar10n:worse,0.389,3,4,0.6387368421052632,1.0,0.0,1.0,1.0,1.0,0.6387368421052632
cifar10n_taskil__c10n_worse__oracle__seed4,cifar10n_taskil,oracle,cifar10n:worse,0.4,4,0,0.616,1.0,0.0,1.0,1.0,1.0,0.616
cifar10n_taskil__c10n_worse__oracle__seed4,cifar10n_taskil,oracle,cifar10n:worse,0.4,4,1,0.5701052631578948,1.0,0.0,1.0,1.0,1.0,0.5701052631578948
cifar10n_taskil__c10n_worse__oracle__seed4,cifar10n_taskil,oracle,cifar10n:worse,0.4,4,2,0.543578947368421,1.0,0.0,1.0,1.0,1.0,0.543578947368421
cifar10n_taskil__c10n_worse__oracle__seed4,cifar10n_taskil,oracle,cifar10n:worse,0.4,4,3,0.6543157894736842,1.0,0.0,1.0,1.0,1.0,0.6543157894736842
cifar10n_taskil__c10n_worse__oracle__seed4,cifar10n_taskil,oracle,cifar10n:worse,0.4,4,4,0.6151578947368421,1.0,0.0,1.0,1.0,1.0,0.6151578947368421
